,date_heure,debit,taux,year,month,hour,date,holidays,study_break,temperature,precipitations,wind_speed,travaux_impact,Etat_trafic_metro,Etat_trafic_RERA,Etat_trafic_RERB,Manifestations,Events_encoded,Paris_respire_encoded,Confinement,Couvre_feu,weekday_friday,weekday_monday,weekday_saturday,weekday_sunday,weekday_thursday,weekday_tuesday,weekday_wednesday,season_autumn,season_spring,season_summer,season_winter,weather_Averse(s),weather_brouillard,weather_bruine,weather_neige,weather_normal,weather_nuages faibles,weather_nuages fort,weather_nuages moderes,weather_orage,weather_pluie
11,2019-11-01 15:00:00,432.0,5.74611,2019,11,15,2019-11-01,1,1,14.866666666666696,0.3333333333333333,4.233333333333333,21,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
12,2019-11-01 16:00:00,528.0,6.38834,2019,11,16,2019-11-01,1,1,15.600000000000026,0.2,4.6,21,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
13,2019-11-01 17:00:00,559.0,7.19445,2019,11,17,2019-11-01,1,1,15.70000000000003,0.09999999999999999,4.7,21,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
14,2019-11-01 18:00:00,592.0,7.84667,2019,11,18,2019-11-01,1,1,15.800000000000033,-2.7755575615628914e-17,4.8,21,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
15,2019-11-01 19:00:00,610.0,7.7038899999999995,2019,11,19,2019-11-01,1,1,15.900000000000036,-0.1,4.9,21,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
16,2019-11-01 20:00:00,564.0,7.99945,2019,11,20,2019-11-01,1,1,15.833333333333373,-0.06666666666666668,5.2,21,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
17,2019-11-01 21:00:00,571.0,6.71,2019,11,21,2019-11-01,1,1,15.766666666666708,-0.03333333333333334,5.5,21,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
18,2019-11-01 22:00:00,434.0,5.43389,2019,11,22,2019-11-01,1,1,15.700000000000045,0.0,5.8,21,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
19,2019-11-01 23:00:00,425.0,5.151669999999999,2019,11,23,2019-11-01,1,1,15.766666666666708,0.13333333333333333,6.0,21,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
20,2019-11-02 00:00:00,431.0,5.46333,2019,11,0,2019-11-02,0,1,15.833333333333373,0.26666666666666666,6.2,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
21,2019-11-02 01:00:00,347.0,4.24111,2019,11,1,2019-11-02,0,1,15.900000000000036,0.4,6.4,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
22,2019-11-02 02:00:00,309.0,3.67389,2019,11,2,2019-11-02,0,1,15.800000000000033,0.2666666666666667,6.333333333333334,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
23,2019-11-02 03:00:00,205.0,2.43444,2019,11,3,2019-11-02,0,1,15.70000000000003,0.13333333333333336,6.266666666666667,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
24,2019-11-02 04:00:00,137.0,1.7261099999999998,2019,11,4,2019-11-02,0,1,15.600000000000026,0.0,6.2,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
25,2019-11-02 05:00:00,103.0,1.46,2019,11,5,2019-11-02,0,1,15.033333333333363,0.06666666666666667,5.966666666666667,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
26,2019-11-02 06:00:00,110.0,1.3322200000000002,2019,11,6,2019-11-02,0,1,14.466666666666699,0.13333333333333333,5.733333333333333,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
27,2019-11-02 07:00:00,118.0,1.49222,2019,11,7,2019-11-02,0,1,13.900000000000036,0.2,5.5,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
28,2019-11-02 08:00:00,157.0,2.09389,2019,11,8,2019-11-02,0,1,13.73333333333337,0.09999999999999999,5.9,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
29,2019-11-02 09:00:00,297.0,3.7616699999999996,2019,11,9,2019-11-02,0,1,13.566666666666702,-2.7755575615628914e-17,6.3,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
30,2019-11-02 10:00:00,355.0,4.35834,2019,11,10,2019-11-02,0,1,13.400000000000036,-0.1,6.7,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
31,2019-11-02 11:00:00,447.0,5.87667,2019,11,11,2019-11-02,0,1,13.26666666666669,-0.1,6.866666666666667,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
32,2019-11-02 12:00:00,452.0,5.85556,2019,11,12,2019-11-02,0,1,13.133333333333345,-0.1,7.033333333333333,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
33,2019-11-02 13:00:00,499.0,6.706110000000001,2019,11,13,2019-11-02,0,1,13.0,-0.1,7.2,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
34,2019-11-02 14:00:00,505.0,6.72611,2019,11,14,2019-11-02,0,1,12.800000000000011,-0.06666666666666668,7.533333333333333,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
35,2019-11-02 15:00:00,548.0,7.14889,2019,11,15,2019-11-02,0,1,12.600000000000025,-0.03333333333333334,7.866666666666666,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
36,2019-11-02 16:00:00,589.0,7.83945,2019,11,16,2019-11-02,0,1,12.400000000000036,0.0,8.2,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
37,2019-11-02 17:00:00,617.0,8.98,2019,11,17,2019-11-02,0,1,12.200000000000028,0.0,7.633333333333333,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
38,2019-11-02 18:00:00,698.0,9.41778,2019,11,18,2019-11-02,0,1,12.00000000000002,0.0,7.066666666666666,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
39,2019-11-02 19:00:00,676.0,9.045,2019,11,19,2019-11-02,0,1,11.800000000000011,0.0,6.5,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
40,2019-11-02 20:00:00,678.0,9.18778,2019,11,20,2019-11-02,0,1,11.50000000000002,-0.03333333333333333,6.266666666666667,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
41,2019-11-02 21:00:00,630.0,8.360560000000001,2019,11,21,2019-11-02,0,1,11.200000000000026,-0.06666666666666667,6.033333333333333,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
42,2019-11-02 22:00:00,511.0,6.29445,2019,11,22,2019-11-02,0,1,10.900000000000034,-0.1,5.8,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
43,2019-11-02 23:00:00,420.0,5.0,2019,11,23,2019-11-02,0,1,10.833333333333371,-0.06666666666666668,5.733333333333333,21,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
44,2019-11-03 00:00:00,460.0,5.48722,2019,11,0,2019-11-03,0,1,10.766666666666707,-0.03333333333333334,5.666666666666666,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
45,2019-11-03 01:00:00,448.0,5.29556,2019,11,1,2019-11-03,0,1,10.700000000000044,0.0,5.6,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
46,2019-11-03 02:00:00,398.0,4.77833,2019,11,2,2019-11-03,0,1,10.733333333333366,-0.03333333333333333,5.2,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
47,2019-11-03 03:00:00,313.0,3.47778,2019,11,3,2019-11-03,0,1,10.766666666666689,-0.06666666666666667,4.8,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
48,2019-11-03 04:00:00,221.0,2.51667,2019,11,4,2019-11-03,0,1,10.800000000000011,-0.1,4.4,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
49,2019-11-03 05:00:00,137.0,1.72944,2019,11,5,2019-11-03,0,1,10.900000000000016,0.5333333333333334,4.633333333333334,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
50,2019-11-03 06:00:00,140.0,1.645,2019,11,6,2019-11-03,0,1,11.00000000000002,1.1666666666666667,4.866666666666666,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
51,2019-11-03 07:00:00,115.0,1.29445,2019,11,7,2019-11-03,0,1,11.100000000000025,1.8,5.1,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
52,2019-11-03 08:00:00,149.0,1.93167,2019,11,8,2019-11-03,0,1,11.533333333333362,1.2000000000000002,5.033333333333333,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
53,2019-11-03 09:00:00,134.0,1.73889,2019,11,9,2019-11-03,0,1,11.966666666666699,0.6000000000000001,4.966666666666667,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
54,2019-11-03 10:00:00,254.0,3.30945,2019,11,10,2019-11-03,0,1,12.400000000000036,0.0,4.9,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
55,2019-11-03 11:00:00,333.0,4.433330000000001,2019,11,11,2019-11-03,0,1,12.333333333333373,0.19999999999999998,4.733333333333333,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
56,2019-11-03 12:00:00,363.0,4.3116699999999994,2019,11,12,2019-11-03,0,1,12.266666666666708,0.39999999999999997,4.566666666666667,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
57,2019-11-03 13:00:00,440.0,5.162780000000001,2019,11,13,2019-11-03,0,1,12.200000000000045,0.6,4.4,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
58,2019-11-03 14:00:00,503.0,5.978330000000001,2019,11,14,2019-11-03,0,1,12.200000000000045,0.4,4.633333333333334,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
59,2019-11-03 15:00:00,524.0,6.83778,2019,11,15,2019-11-03,0,1,12.200000000000045,0.2,4.866666666666666,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
60,2019-11-03 16:00:00,528.0,6.28445,2019,11,16,2019-11-03,0,1,12.200000000000045,0.0,5.1,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
61,2019-11-03 17:00:00,521.0,6.938339999999999,2019,11,17,2019-11-03,0,1,12.000000000000039,0.0,5.233333333333333,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
62,2019-11-03 18:00:00,507.0,6.21056,2019,11,18,2019-11-03,0,1,11.800000000000033,0.0,5.366666666666666,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
63,2019-11-03 19:00:00,576.0,7.73111,2019,11,19,2019-11-03,0,1,11.600000000000026,0.0,5.5,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
64,2019-11-03 20:00:00,632.0,7.86278,2019,11,20,2019-11-03,0,1,11.500000000000021,0.06666666666666667,5.233333333333333,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
65,2019-11-03 21:00:00,520.0,6.27,2019,11,21,2019-11-03,0,1,11.400000000000016,0.13333333333333333,4.966666666666667,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
66,2019-11-03 22:00:00,382.0,4.435,2019,11,22,2019-11-03,0,1,11.300000000000011,0.2,4.7,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
67,2019-11-03 23:00:00,411.0,4.94945,2019,11,23,2019-11-03,0,1,10.933333333333355,0.13333333333333336,4.933333333333334,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
68,2019-11-04 00:00:00,326.0,3.7627800000000002,2019,11,0,2019-11-04,0,0,10.5666666666667,0.06666666666666668,5.166666666666667,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
69,2019-11-04 01:00:00,256.0,3.0472200000000003,2019,11,1,2019-11-04,0,0,10.200000000000044,0.0,5.4,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
70,2019-11-04 02:00:00,221.0,2.6633400000000003,2019,11,2,2019-11-04,0,0,10.033333333333378,0.5333333333333333,4.633333333333334,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
71,2019-11-04 03:00:00,117.0,1.49611,2019,11,3,2019-11-04,0,0,9.86666666666671,1.0666666666666667,3.866666666666667,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
72,2019-11-04 04:00:00,66.0,0.83667,2019,11,4,2019-11-04,0,0,9.700000000000044,1.6,3.1,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
73,2019-11-04 05:00:00,64.0,0.865,2019,11,5,2019-11-04,0,0,10.000000000000037,1.0666666666666669,3.6,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
74,2019-11-04 06:00:00,115.0,1.41945,2019,11,6,2019-11-04,0,0,10.300000000000031,0.5333333333333334,4.1,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
75,2019-11-04 07:00:00,246.0,3.09,2019,11,7,2019-11-04,0,0,10.600000000000025,0.0,4.6,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
76,2019-11-04 08:00:00,450.0,5.33889,2019,11,8,2019-11-04,0,0,10.900000000000016,0.0,5.0,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
77,2019-11-04 09:00:00,733.0,9.42056,2019,11,9,2019-11-04,0,0,11.200000000000008,0.0,5.3999999999999995,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
78,2019-11-04 10:00:00,841.0,10.98611,2019,11,10,2019-11-04,0,0,11.5,0.0,5.8,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
79,2019-11-04 11:00:00,675.0,10.77,2019,11,11,2019-11-04,0,0,12.333333333333334,0.0,6.233333333333333,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
80,2019-11-04 12:00:00,659.0,10.25056,2019,11,12,2019-11-04,0,0,13.166666666666666,0.0,6.666666666666666,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
81,2019-11-04 13:00:00,671.0,10.12611,2019,11,13,2019-11-04,0,0,14.0,0.0,7.1,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
82,2019-11-04 14:00:00,645.0,10.18389,2019,11,14,2019-11-04,0,0,13.700000000000008,0.0,7.233333333333333,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
83,2019-11-04 15:00:00,693.0,9.54,2019,11,15,2019-11-04,0,0,13.400000000000018,0.0,7.366666666666666,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
84,2019-11-04 16:00:00,634.0,9.12778,2019,11,16,2019-11-04,0,0,13.100000000000026,0.0,7.5,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
85,2019-11-04 17:00:00,722.0,9.75056,2019,11,17,2019-11-04,0,0,11.900000000000018,0.06666666666666667,6.766666666666667,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
86,2019-11-04 18:00:00,736.0,10.03111,2019,11,18,2019-11-04,0,0,10.700000000000008,0.13333333333333333,6.033333333333333,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
87,2019-11-04 19:00:00,804.0,10.91722,2019,11,19,2019-11-04,0,0,9.5,0.2,5.3,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
88,2019-11-04 20:00:00,806.0,8.93945,2019,11,20,2019-11-04,0,0,9.333333333333334,0.13333333333333336,5.233333333333333,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
89,2019-11-04 21:00:00,582.0,6.80278,2019,11,21,2019-11-04,0,0,9.166666666666666,0.06666666666666668,5.166666666666666,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
90,2019-11-04 22:00:00,443.0,5.39555,2019,11,22,2019-11-04,0,0,9.0,0.0,5.1,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
91,2019-11-04 23:00:00,418.0,4.53889,2019,11,23,2019-11-04,0,0,8.766666666666671,0.0,5.1,21,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
92,2019-11-05 00:00:00,425.0,4.53334,2019,11,0,2019-11-05,0,0,8.53333333333334,0.0,5.1,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
93,2019-11-05 01:00:00,252.0,2.8,2019,11,1,2019-11-05,0,0,8.300000000000011,0.0,5.1,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
94,2019-11-05 02:00:00,140.0,1.64611,2019,11,2,2019-11-05,0,0,8.100000000000023,0.0,4.633333333333333,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
95,2019-11-05 03:00:00,82.0,0.99056,2019,11,3,2019-11-05,0,0,7.900000000000033,0.0,4.166666666666667,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
96,2019-11-05 04:00:00,50.0,0.705,2019,11,4,2019-11-05,0,0,7.700000000000045,0.0,3.7,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
97,2019-11-05 05:00:00,54.0,0.70944,2019,11,5,2019-11-05,0,0,7.966666666666696,0.0,3.8666666666666667,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
98,2019-11-05 06:00:00,105.0,1.24556,2019,11,6,2019-11-05,0,0,8.233333333333348,0.0,4.033333333333333,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
99,2019-11-05 07:00:00,284.0,3.4522199999999996,2019,11,7,2019-11-05,0,0,8.5,0.0,4.2,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
100,2019-11-05 08:00:00,488.0,6.7077800000000005,2019,11,8,2019-11-05,0,0,8.766666666666671,-0.03333333333333333,3.4,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
101,2019-11-05 09:00:00,609.5,10.67195,2019,11,9,2019-11-05,0,0,9.03333333333334,-0.06666666666666667,2.5999999999999996,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
102,2019-11-05 10:00:00,731.0,14.636120000000002,2019,11,10,2019-11-05,0,0,9.300000000000011,-0.1,1.8,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
